Name,Membership,Category,Description,Address,Phone
 CV. Sispack Anugerah Nusantara,Tidak Ada,Rasa dan Aroma (216),"  Profil Perusahaan  Sispack adalah pemasok terkemuka minyak atsiri, perasa, ekstrak dan aroma berkualitas tinggi. Sumber langsung dari penyuling yang dapat diandalkan dari seluruh dunia dan prinsipal yang disetujui untuk menjamin keaslian produk kami. ","Rukan Sunter Nirwana Asri Block A No. 85
Sunter Paradise Tahap II
Jakarta, Jakarta Utara, DKI Jakarta, Indonesia",
 PT  Harsindo Oetama Perkasa,Tidak Ada,Tepung (369),"  Profil Perusahaan  PT. Harsindo Oetama Perkasa Adalah Perusahaan Manufactur Dan Distribusi Food Ingredient, Khususnya Tepung Sagu Aren Dan Mononatrium Glutamat ( Msg ) Penguat Rasa, Tepung Baso Instan, Lada Bubuk Merk M88.
Wilayah Pemasaran Saat Ini Mencakup Sumatera, Jawa Dan Makasar ( Sulawesi Selatan ). ","Mutiara Taman Palem, Blok A6 No.20, Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia",
 PT Tepung Mocaf Solusindo,Tidak Ada,Tepung (369),"  Profil Perusahaan  Kami, PT. Tepung Mocaf Solusindo 
merupakan Perusahaan yang memanfaatkan sumber daya alam 
berupa ubi kayu / singkong dan pemberdayaan masyarakat desa untuk diolah menjadi produk
yang memiliki  nilai  jual  tinggi  berupa tepung “MOCAF” ( Modified Cassava Flour ) .            .     Kami melakukan proses pengolahan tepung mocaf dengan 
teknologi  yang  higienis  dan  ramah  lingkungan. Office: Jl. Ir. Soekarno Blok AC no 17, Solobaru
Factory : Jl. Adi Sumarmo 287 B, Banyuanyar, Solokami memproduksi tepung mocaf ( modified cassava flour ) yaitu singkong yang dimodifikasi dengan fermentasi sehingga menghasilkan tepung sehat  dengan karakteristik :
- Non gluten
- Non kolestrol
- Non pemutih
- Non pengawet
- Tinggi seratTeregistrasi di:
LPPOM MUI No. 12070002500418
BPOM RI MD 2239111001366 ","Jl. Adi Sumarmo No. 287 B, Banyuanyar Solo, Solo, Jawa Tengah, Indonesia",
 PT. Selaras Rasakoe Indonesia,Tidak Ada,Tepung (369),"  Profil Perusahaan  PT Selaras RasaKoe Indonesia merupakan home industri yang memproduksi tepung bumbu masakan, mulai dari tepung bumbu dasar sampai ke tepung bumbu tabur. Usaha kami berlokasi di Bogor siap memasarkan ke berbagai wilayah di Indonesia. ","Jl. Kacapiring IV Blok V-5 no 1 Taman Cimanggu Tanah Sareal Bogor, Bogor, Bogor, Indonesia",
 PT. Bumi Subur Sejahtera Lestari,Tidak Ada,Tepung (369),  Profil Perusahaan  PT BUMI SUBUR SEJAHTERA LESTARI merupakan perusahaan perdagangan makanan pokok. Kami menjual Beras organik bebas gula dan tepung organik bebas gula. Beras organik bebas gula sangat cocok bagi yang ingin menurunkan berat badan dan penderita diabetes. ,"Grha AA Jalan Kelapa Gading II, No.3, Kramat Jati, Jakarta Timur, Jakarta Timur, DKI Jakarta, Indonesia",
 PT. Roshasana Indonesia,Tidak Ada,Tepung (369),"  Profil Perusahaan  Importir, distributor bahan hasil pertanian, bahan baku perusahaan industri makanan dan karet ","Jl. Cemara No 34 D MEDAN , Medan, Sumatera Utara, Indonesia",
 PT. Wase Intan Perdana,Tidak Ada,Tepung (369),"  Profil Perusahaan  Perusahaan PT. Wase Intan Perdana sudah terdaftar sebagai Verified Supplier di Indotrading.com. Beralamat di Kompl. Depdagri no. 19 rt. 04/08 kel. Karang mulya kec. Karang tengah, Kota Tangerang, Banten, Indonesia. Perusahaan ini menjual Aneka Bahan Makanan,Tepung Shihlin,Tepung Tapioka,ATK,Souvenir,Konveksi ","Kompl. Depdagri no. 19 rt. 04/08 kel. Karang mulya kec. Karang tengah, Kota Tangerang, Banten, Indonesia",
 PT. Melati Putra Jaya,Tidak Ada,Tepung (369),"  Profil Perusahaan  PT Melati Putra Jaya yang didirikan tahun 2011 adalah perusahaan tepung tapioka yang berlokasi di sentral produksi tapioka jawa tengah tepatnya di desa Sekarjalak kecamatan Margoyoso kabupaten Pati.  Daerah dimana perusahaan ini berdiri termasuk lumbung tanaman singkong yang merupakan bahan utama tepung tapioka , sehingga dari segi pasokan bahan baku bukan menjadi kendala.PT Melati Putra Jaya berberapa waktu kedepan ini juga mengembangkan produk yang merupakan pengolahan lebih lanjut produk yang sudah ada seperti  Mocaf (modification cassava flour), cationic strach, cassava flour. Selain itu juga dalam rangka menuju perusahaan yang ramah lingkungan, PT Melati Putra Jaya juga mengembangkan produk samping dari hasil pengolahan limbah yaitu ampas (onggok) menjadi produk pakan ternak terfermentasi. WA 081326608910Kunjungi Kami juga di :https://jualtapioka.co.id
https://jualtapioka.net
https://jualtapioka.com
https://tapiokapati.com
https://melatiputrajaya.com
https://jual-tapioka-pt-melati-putra-jaya.business.site/ ","Jl. Ronggokusumo No.5 Margoyoso Pati, Pati, Jawa Tengah, Indonesia",
 CV. Sari Mutiara Abadi,Tidak Ada,Tepung (369),"  Profil Perusahaan  CV SARI MUTIARA ABADI adalah perusahaan industri rumput laut dan agar-agar. Beralamat di Dsn. Krajan Rt.02 Rw.04 Ds. Srigading Kec. Lawang Kab. Malang, Malang, Jawa Timur, Indonesia. kami menjual seaweed, agar powder ","Dsn. Krajan Rt.02 Rw.04 Ds. Srigading Kec. Lawang Kab. Malang, Malang, Jawa Timur, Indonesia",
 PT. Fits Mandiri,Tidak Ada,Tepung (369),"  Profil Perusahaan  PT Fits Mandiri merupakan perusahaan startup yang berlokasi di Bogor, Indonesia. Produk yang kami produksi merupakan produk-produk pangan sehat. Kami menyediakan kebutuhan pangan seperti Beras Analog, Beras Merah Organik, Beras Cokelat, Spaghetti Gluten Free, Tepung Bumbu Ayam Gluten Free, dll. Produk kami cocok bagi mereka yang memilih gaya hidup sehat. ","Komplek IPB Science Techno Park, Pilot Plant
Jalan Taman Kencana No. 3, Bogor, West Java, Indonesia 16128, Bogor, Bogor, Indonesia",
 PT. Tri Karya Lidimas,Tidak Ada,Tepung (369),"  Profil Perusahaan  VISIKITA HARUS MENJADI MITRA PREMIERE YANG DITETAPKAN UNTUK MENYEDIAKAN BAHAN BAKU TERBAIK DAN KUALITAS TINGGI UNTUK INDUSTRI FARMASI, KOSMETIK, MAKANAN DAN MINUMAN.MISILAYANAN TERBAIK DALAM MEMENUHI MITRA BISNIS DAN MENUMBUHKAN BERSAMA DI HARMONIMOTTOPERCAYA DIPERCAYA, MUTUAL PARTNERSHIP, INOVASI KETAHANAN ","Green Sedayu Bizpark, Blok GS 6 No. 78 B (Cakung - Jakarta Timur), Jakarta Timur, DKI Jakarta, Indonesia",
 PT. Djuli Indonesia Perkasa,Diamond Member,Alat Konstruksi (1464),"  Profil Perusahaan  PT. Djuli Indonesia Perkasa adalah agen yang menjual diesel pile hammer seri DD.
Diesel Hammer
Bore Pilling
Hydraulic Piling Hammer
Pile Frame Diesel Hammer Piling Machine ","Ruko Mutiara Palem Blok C5/17, Jakarta Barat, DKI Jakarta, Indonesia",+62 811-8808-088
 PD. Indo Autozone,Gold Member,Alat Konstruksi (1464),"  Profil Perusahaan  Indo Autozone merupakan distributor berbagai jenis ban alat berat dan velg alat berat di Indonesia. Produk – produk yang kami tawarkan  antara lain : ban forklift, ban loader, ban grader, ban skid steer loader, ban backhoe loader, ban traktor, ban reach stacker, ban road roller, ban vibro, ban asphalt finisher, ban dump truck, ban mobile crane, ban telehandler, ban reach stacker, dan ban alat berat lainnya.Kami telah dipercaya oleh berbagai perusahaan pengguna alat berat yang tersebar di seluruh Indonesia mulai dari yang berskala kecil, menengah, sampai instansi pemerintah dan perusahaan multinational dalam penyediaan ban dan velg alat berat di berbagai sektor area  meliputi industrial, konstruksi, pertambangan, pertanian, perkebunan, kehutanan, pergudangan, pelabuhan, bandar udara, angkutan darat, rental alat berat, dan sebagainnya. Kunci kepuasan pelanggan kami terletak pada beberapa faktor diantaranya adalah keahlian dalam  memberikan solusi produk yang tepat guna untuk menjawab kebutuhan setiap pelanggan yang beragam, ketersediaan produk – produk yang berkualitas dengan harga yang bersaing, dan pengiriman yang tepat waktu demi meminimalisir down time dari alat berat Anda yang pasti akan berujung pada efisiensi dan efektifitas yang optimal. ","Jalan Hibrida Raya Blok PE 10 No. 27, Kelapa Gading Permai, Jakarta Utara, Jakarta Utara, DKI Jakarta, Indonesia",+62 877-8805-5651
 PT. Cendana Megah Indonesia,Gold Member,Alat Konstruksi (1464),"  Profil Perusahaan  PT. Cendana Megah Indonesia merupakan supplier alat alat kesehatan yang bergerak di bidang distribusi alat kesehatan. Kami berlokasi di Bandung, Jawa Barat. Produk yang kami jual sudah teruji kualitas dan keunggulannya. Pelanggan kami meliputi rumah-rumah sakit terkenal yang terletak di berbagai kota di indonesia. ","Arcamanik Bandung, Bandung, Jawa Barat, Indonesia",+62 822-1828-0031
 CV. Niaga Baru Sentosa,Gold Member,Alat Konstruksi (1464),"  Profil Perusahaan  CV. NIAGA BARU SENTOSA adalah perusahaan yang bergerak dalam bidang perdagangan minyak pelumas merk PETROASIA. Perusahaan ini dikelola dan didukung oleh para profesional dan tim terlatih yang telah berpengalaman di berbagai aspek penjualan selama bertahun-tahun. Kami berkomitmen untuk menyediakan solusi khususnya bagi kebutuhan pelumas industri dan komersial.SEJARAH PERUSAHAAN
 CV. NIAGA BARU SENTOSA berdiri pada tahun 2008, bergerak dalam bidang
perdagangan minyak pelumas.
 Semua produk Petroasia Lubricants telah dirancang dan diformulasikan untuk memenuhi setiap detil kebutuhan yang berbeda pada berbagai industri di seluruh Indonesia maupun Asia.
 Kami juga telah lulus sertifikasi ISO 9001:2015 dan OHSAS 18001:2007 yang menjadikan jaminan atas kualitas produk berstandar International.VISI
Memasarkan dan mendistribusikan Produk yang berkualitas dan dapat dipercaya oleh masyarakat.MISI
Meningkatkan produktifitas dengan melakukan peningkatan efisiensi dan efektifitas kerja dan mengembangkan tata kelola perusahaan yang baik sesuai dengan standar Internasional.
Memberikan pelayanan yang terbaik secara profesional dengan sentuhan inovasi baru sesuai tuntutan jaman. ","KOMPLEKS NILA RAHAYU 3 BLOK A NO.6 TELUKBETUNG, Bandar Lampung, Lampung, Indonesia",+62 821-8558-9888
 PT. Jindi Material Indonesia,Gold Member,Alat Konstruksi (1464),"  Profil Perusahaan  Tentang kami  :
Didirikan pada tahun 2015, PT. Jindi Material Indonesia  berlokasi di Jakarta Utara, Pantai Indah Kapuk.
Kami adalah perusahaan dagang yang bergerak di bidang penyediaan bahan bangunan untuk keperluan konstruksi lokal maupun internasional. Kami berkomitmen untuk menawarkan produk yang berkualitas dengan harga yang kompetitif.Seiring dengan perkembangan PT. Jindi, pada tahun 2017 kami menambah jenis produk yang ditawarkan yaitu waterproofing material dan alat pertambangan. Produk waterproofing yang ditawarkan berupa berbagai jenis mesin injeksi, mesin Sprayer Cement, sparepart dan bahan material waterproofing. Untuk alat pertambangan terdiri dari Hydraulic Breaker, Rock Drill, Pneumatic Crusher, Electric Grease Pump dan sejenisnya.Kami telah memiliki puluhan pelanggan setia yang tersebar di wilayah Sumatera, Jawa, Kalimantan  dan Bali. Fokus kami adalah terus memperluas jaringan  pelanggan hingga seluruh Indonesia.Nilai budaya kerja 
Perusahaan kami memiliki nilai budaya kerja yang menjadi landasan bagi kami untuk melayani konsumen yaitu integritas, efisiensi, inovasi, filosofi bisnis yang saling menguntungkan, untuk menciptakan nilai bagi pelanggan. Komitmen kami adalah untuk menyediakan yang terbaik bagi konsumen. ","Ruko TOHO Blok I No. 3 Jl. Pantai Indah Barat, RT.1/RW.3, Kamal Muara, Jakarta Utara 14470
DKI Jakarta , Indonesia, Jakarta Utara, DKI Jakarta, Indonesia",+62 852-1111-2355
 PT. United Equipment Indonesia,Gold Member,Alat Pemindah (358),"  Profil Perusahaan  PROFILE COMPANY PT. UNITED EQUIPMENT INDONESIA
PT. UNITED EQUIPMENT INDONESIA, adalah perusahaan yang bergerak di bidang pengadaan alat berat yang saat ini sedang tumbuh berkembang pesat dan kompetitif dalam persaingan di dunia alat berat di Indonesia. 
Memiliki cabang yang sudah tersebar di seluruh Indonesia mulai dari Sabang sampai Merauke, PT. UNITED EQUIPMENT INDONESIA terus berusaha untuk menjadi yang terdepan dalam membantu para pengusaha Konstruksi, Pertambangan serta Industri  dll untuk bisa menyediakan alat berat di Indonesia beserta dengan after sales, after sevice dan Part yang pastinya akan sangat di butuhkan pasca pembelian unit alat berat di PT. UNITED EQUIPMENT INDONESIA. Hal ini penting kami lakukan, guna kelancaran dan kemudahan customer kami dalam menjalin kerjasama yang panjang dan baik dengan PT.UNITED EQUIPMENT INDONESIA.
Berdiri sejak tahun 2005 sampai dengan saat ini, PT. UNITED EQUIPMENT INDONESIA telah banyak membawahi brand alat berat ternama di dunia, antara lain :
	HYUNDAI
	TEREX
	GENIE
	DYNAPAC
	ATLAS COPCO
	CHANGLIN
Kami berkomitmen tinggi dalam menyediakan dan membantu para pengusaha yang membutuhkan alat berat  kami, seperti : 
	EXCAVATOR
	WHEEL LOADER
	BACKHOELOADER
	TEREX FINLAY
	BOOM LIFT
	SCISSOR LIFT
	AERIAL WORK PLATFORSM ( PERSONAL LIFT )
	VIBRO
	DOOZER
	LIGHTING TOWER
Yang sebagian dari jenis unit tersebut telah kami kukuhkan untuk menjadi  SOLO AGEN  di INDONESIA. Yang pastinya untuk harga jual dari kami, pastinya akan jauh lebih kompetitif di bandingkan dengan Supplier lain. Sampai dengan saat ini, PT. UNITED EQUIPMENT INDONESIA telah menaungi berberapa cabang di Indonesia, antara lain :
	HEAD OFFICE
•	JAKARTA
	CABANG
•	MEDAN
•	PEKANBARU
•	PALEMBANG
•	SEMARANG
•	SURABAYA
•	PONTIANAK
•	BANJARMASIN
•	BALIKPAPAN
•	MAKASSAR
	REP OFFICE
•	JAMBI
•	LAMPUNG
•	BALI
•	SORONG
•	MATARAM
•	MANADO
•	AMBON
	SITE SUPPORT
•	BANGKA
•	TARAKAN
•	KENDARI
•	PALU
•	MERAUKE
Untuk Jumlah karyawan kami, sampai dengan saat ini jumlahnya sudah mencapai kurang lebih 600 orang yang tersebar di seluruh Indonesia.Info Lebih Lanjut, Hubungi kami :
Edy
081319261471 ","JL. Raya Cakung Cilincing Kav.203, Jakarta Timur, Jakarta Timur, DKI Jakarta, Indonesia",+62 813-1926-1471
 PT. Total Solution Machinery,Gold Member,Alat Pemindah (358),"  Profil Perusahaan  Kami menyadari bahwa tidak semua perusahaan mempunyai kebutuhan yang sama ketika mereka mencari alat berat yang diperlukan. Untuk beberapa, pemilihan alat berat dengan anggaran yang ada, diperlukan kejelian dan kalkulasi untuk menjaga biaya minimal dalam membeli beberapa mesin sekaligus sehingga membuat pembelian peralatan dianggarkan dengan harga yang masuk akal dan ekonomis. Apapun kebutuhan peralatan anda, Indoquip menyediakan yang anda butuhkan. Dengan beragam pilihan lengkap, kami menyediakan  peralatan konstruksi alat berat yang digunakan dengan handal. Anda akan menemukan mesin konstruksi yang anda cari sehingga dapat memenuhi bermacam kebutuhan aplikasi khusus Anda dan masuk kedalam anggaran yang ada. Anda akan memiliki pilihan mesin dari produsen terbaik Jepang seperti Caterpillar, Komatsu, Kobelco, Hitachi, John Deere, Hino, Isuzu dan banyak lainnya. Kami memberikan jaminan atas kualitas unit dengan kondisi siap pakai/ siap kerja serta standard dan service yang memuaskan kepada pelanggan. 
Berikut contoh alat - alat berat yang kami import langsung dari Jepang: Excavator, Mini Excavator, Baby Roller, Bulldozer / Dozer, Wheel Loader, Motor Grader, Crawler Crane, Truck Crane, Rough Terrain Crane, Mobile Crane, Hydraulic Truck Crane, Asphalt Finisher, Asphalt Sealer, Asphalt Sprayer, Auto Level Sensor, Compactor Reversible / Stamper, Concrete Pump Truck, Concrete Paver, Concrete Sealer, Concrete Finisher, Road Rollers, Tire Roller, Air Compressor, Mixer Truck / Molen, Track Loader, Vibratory Roller / Vibro Roller, Tandem Roller / Double Drum Roller, Three Drum Roller / Macadam, Combination Roller, Road Cutter, Air Compressor, Generator Sets, Welding Machine ( Mesin Las), Welder Generator  dll. ","Jl. Peta Barat No.38 Kalideres ( Rawa Bokor ) Jakarta Barat, Jakarta Barat, DKI Jakarta, Indonesia",+62 811-1535-656
 PT. Mitra Teknindo Sejati,Gold Member,Alat Pemindah (358),"  Profil Perusahaan  PT. Mitra Teknindo Sejati merupakan sebuah perusahaan yang bergerak dalam bidang industri alat berat. Penggunaan alat berat sudah sangat umum di Indonesia. Ada banyak ragam dan jenis alat berat tergantung fungsi dan penggunaannya. Kami berpusat di Tangerang dan memiliki cabang di Surabaya. Unit armada kami memiliki kualitas yang unggul, sehingga bisa diandalkan untuk industri dan konstruksi Anda.Brand Sonking berpengalaman mengembangkan produk alat berat mini wheel loader dengan segala fitur dan kecanggihannya. Komparasi mesin engine dengan output tenaga pada hidrolik membuatnya bisa diandalkan untuk berbagai muatan. Dilengkapi dengan roda yang memiliki cengkraman lebih baik pada permukaan tanah, sehingga lebih stabil.Percayakan kebutuhan pengangkutan material Anda kepada kami, dengan produk Sonking yang memiliki keunggulan dalam setiap medan. Segera hubungi kami untuk info selanjutnya. ","Kantor Pusat : Grand Boulevard Business District Blok-E1/262, Citra Raya, Tangerang. Kantor Cabang : Crown Warehouse, Jl. Raya Margomulyo No.51, Surabaya, Jawa Timur, Indonesia",+62 852-9897-6777
 PT INDONESIA TECHNICAL MACHINERY,Gold Member,Alat Pemindah (358),"  Profil Perusahaan  PT Indonesia Technical Machinery adalah perusahaan yang menjual produk berkualitas tinggi sebagai berikut: Genset, Forklift, Breaker Hydraulic, Vibro Pipa palu, Excavator Spare Parts, dll ","Gedung Kirana Three Office Tower Jl.Boulevard Raya No.1 Lt. 12, Kelapa Gading Timur Kec. Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",+62 811-9992-622
 PT. Bestinova Alghanim Persada,Gold Member,Alat Pemindah (358),"  Profil Perusahaan  Kami PT BESTINOVA ALGHANIM PERSADA merupakan perusahaan yang bergerak di bidang Alat Berat |Forklift  |  Spare parts  |  Ban  |  Service  |  Maintenance  | Oli  |  Construction  |  Alat Pertanian  |
Epoxy  |  Hardware  |  Periklanan  |  Garment  |  Konfeksi   |  Catering  |  Alat Kesehatan  |PT BESTINOVA ALGHANIM PERSADA bergerak di bidang perdagangan umum dan jasa, distributor, suplier dan kontraktor. Pada awal pendiriannya, PT BESTINOVA ALGHANIM PERSADA  lebih memfokuskan pada penjualan Doosan Forklift, Doosan Alat Berat, Spare parts, Pengadaan barang, jasa maintenance dan service pada perusahaan BUMN, Swasta dan proyek pemerintahan yang bergerak di pergudangan, loading unloading, pelabuhan dan pertambangan.  Sejalan dengan perkembangan perusahaan PT BESTINOVA ALGHANIM PERSADA mulai mengembangkan dan ekspansi usaha pada bidang jasa trading, distributor dan suplier, konstruksi, epoxy flooring, hardware, garment, catering dan alat kesehatan.Di era Globalisasi dan kemajuan tekhnologi , perekonomian dan perindustrian yang membutuhkan mobilitas kerja yang efisien dan efektif  PT BESTINOVA ALGHANIM PERSADA siap membantu dalam menyediakan jasa trading dan suplier barang-barang kebutuhan pergudangan, pelabuhan, pertambangan, konstruksi, industri dan pertanian dan kami siap bersaing secara sehat dan ketat dengan perusahaan lainnya yang bergerak dibidang yang sama untuk dapat memenuhi kebutuhan jasa trading  dan suplier sebagaimana keinginan pelanggan ataupun rekanan.Kami selalu menekankan pada persedian barang yang berkualitas, sehingga kami siap melaksanakan kerjasama jangka panjang dan saling menguntungkan dengan memberikan pelayanan yang terbaik, optimal dalam menjaga kepercayaan dan kepuasan untuk memenuhi pengadaan barang-barang yang dibutuhkan pelanggan ataupun rekanan.ALAT BERATDOOSAN pabrikasi dari negara Korea Selatan yang dulu dikenal dengan nama DAEWO yang di produksi oleh DOOSAN (salah satu produsen alat berat terbesar di dunia),
DOOSAN Forklift simpel untuk di operasikan, service dan maintenance yang gampang,  produktif dan tahan lama.
Didukung dengan harga sangat kompetitif & after sales service excellent serta dengan ketersediaan sparepart yang ready dengan cabang kami yang tersebar di seluruh Indonesia. 
Mengenai hal pembiayaan, kami bisa membantu proses leasing dengan bunga yang relatif ringan.
Populasi unit Doosan kami sudah lebih dari 5000 unit Bekerja di seluruh Indonesia.*) Populasi Doosan Forklift untuk kelas 3 s/d 5 ton seperti  PLN (Persero), WIKA Beton, Hutama Karya,  Krakatau Posko, KAI,  Hankook Tires, Sumberdaya Sewatama, Dirjen Perhubungan Laut, DUNEX dan masih banyak lagi di bidang sektor lain.*) Populasi Doosan Forklift kami untuk kelas 16 s/d 25 ton seperti  BGR logistik, Rental alat berat Sumber Rezeki, Sarana Mitra Luas Rental, WIKA Beton , Sinar Berlian Indrapura, Sumberdaya Sewatama, Cotrans Asia, Bongkarmuat Hastamuda dan masih banyak lagi di bidang sektor lain. ","Jl. Baitus Suruur Blok B No. 5 G, Cipondoh, Kota Tangerang, Banten, Indonesia",+62 852-7467-6712
 PT. Kasana Teknindo Gemilang,Gold Member,Alat Pemindah (358),"  Profil Perusahaan  PT. KASANA TEKNINDO GEMILANG merupakan Agen Tunggal Pemegang Merk (ATPM) beberapa produk Material Handling (MH) dan Construction Machineries (CM) di Indonesia;
1.	Product MH diantaranya : Skid Steer Loader, Forklift Diesel, Gasoline / LPG dan Electric / Battery merk TCM (built up Japan) dan second opsional Forklift Baoli (basic teknologi Germany) yang merupakan produk dari KION grup.
2.	Product CM hadir dengan brands made in Korea “Doosan” diantaranya Wheelloader, Excavator, Wheel Exca, Mini Exca, etc
Dapatkan produk dengan kualitas terbaik, kemudahan proses pembelian, harga yang kompetitif, garansi dan kualitas terbaik, ketersediaan stock dan jaminan purna jual untuk kualitas After Market dari sisi tim service dengan mekanik berpengalaman serta support ketersediaan spare parts. ","JL. Raya Juanda RT 2 RW 6 Desa Semambung, Sedati, Sidoarjo, Jawa Timur, Sidoarjo, Jawa Timur, Indonesia",62
 PT Mutiara Forklift,Diamond Member,Alat Pengangkat (3659),"  Profil Perusahaan  PT. Mutiara Forklift merupakan salah satu penyedia Forklift terbesar di Indonesia dengan pilihan merk-merk terkemuka dengan tipe Forklift terlengkap. Semua unit Forklift kami telah dilengkapi garansi servis, spare part & buy back.
Kami adalah penyedia Forklift pertama di Indonesia yang menerapkan sistem digital pada garansi, dimana kartu garansi kami telah dilengkapi teknologi QR Code yang membuat proses perawatan Forklift menjadi lebih efektif.
Perusahaan kami juga di dukung oleh tenaga ahli yang pengalaman di bidangnya; Team Marketing, Team customer service dan team mechanic yang handal.
Untuk itu jangan ragu untuk menghubungi kami, kami akan siap membantu menyediakan forklift yang anda butuhkan.
Cakupan area bisnis kami; Jabodetabek, Jawa, Bali, Sumatra & Luar Pulau Jawa. ","Jl. Raya Serang Km 10 (pertigaan bitung) Kp. Pos Bitung, desa kadu jaya curug Tangerang, Kota Tangerang, Banten, Indonesia",+62 811-8187-779
 PT. Gewinn Gold Hotama,Gold Member,Alat Pengangkat (3659),"  Profil Perusahaan  Gewinn Gold Hotama Adalah Perusahaan Manufaktur Yang Bergerak Di Bidang Produk Elektronik Berupa Timbangan Digital Untuk Mengukur Berat Produk Dengan Menggunakan Merk “Gewinn” Dan Dirancang Oleh Para Ahlinya. Scoupe Business Perusahaan Kami Adalah Timbangan Digital Untuk Penjualan, Service, Spare Part, Kontrak Servis, Kalibrasi-Tera, Kebutuhan Pabrik, Kontrol & Sistem, Software Program & Penimbangan, Modifikasi. ","Jl. Raya Rengas Bandung Kp. Kosambi RT.01/ RW.01 Ds.Tanjung Baru Cikarang Timur, Bekasi, Bekasi, Indonesia",+62 812-1874-1279
 CV. Surya Patria Crane,Gold Member,Alat Pengangkat (3659),"  Profil Perusahaan  Surya Patria Crane Adalah Perusahaan Yang Berkompeten  Dibidang over head Crane, Hoist crane, cargo lift, passenger lift/elevator, eskalator dan konstruksi baja 
Dengan Moto "" Kami Adalah Solusi Anda"" Kami Berharap Menjadi Mitra Yang Selalu Siap melayani setiap kebutuhan akan produk kami secara cepat tepat dan berkesinambungan, service oriented menjadi prioritas kami dan komitmen kami pada setiap customer, pelayanan after seles akan memberikan jaminan dan ketenangan bila bekerja sama dengan kami terhadap produk kami, menjunjung tinggi profesionalitas dan selalu memberikan dan menghadirkan produk produk yang berkwalitas. ","Pergudangan Tambak Langon B-23, Surabaya, Jawa Timur, Indonesia",+62 851-0075-8440
 Toko Semarang Teknik,Gold Member,Alat Pengangkat (3659),"  Profil Perusahaan  Toko Semarang Teknik adalah sebuah perusahaan yang bergerak dalam bidang industri produk Electric Motor, gear Motor Gearbox, conveyor Chain, conveyor Belt, sprocket.Kami berlokasi di Semarang. Produk kami sudah teruji kualitas dan keunggulannya sehingga bisa diandalkan untuk kebutuhan Anda. ","Jl Wonodri Sendang Raya No 15a, Semarang 50242, Semarang, Jawa Tengah, Indonesia",+62 815-2260-1312
 PT  Maeda Wijaya Prakarsa,Gold Member,Alat Pengangkat (3659),"  Profil Perusahaan  Kami bergerak dibidang Crane system ( Rope Hoist & Chain Hoist ) dan Cargo Lift / Dumb-waiter di Indonesia. Kami adalah distributor dari :  FRIOLIX Electric Rope Hoist & Chain Hoist , FAST-Line Enclosed Conductor System & Tro-Rail 3 in 1 Ductor System  dan FAST-Line Track Festoon System . Kami juga melayani pembuatan girder structure / endcarriage untuk crane system ( overhead crane / gantry crane ), modifikasi Crane tipe lama dan serta pengadaan spare parts berbagai merek maupun services. ","Jl. Raya Perancis. Ruko Griya Dadap  Blok  F4 No 11. Dadap, Kab. Tangerang, Banten, Indonesia",+62 811-9567-665
 CV. Lift Crane Indonesia,Gold Member,Alat Pengangkat (3659),"  Profil Perusahaan  LCI adalah perusahaan yang berdiri sejak tahun 2012 dengan pengalaman bersama berdiri dalam bidang manufakture ,crane dan lift, seperti hoist crane, cargo lift, jib crane, gantry crane,doubel girder crane, single girder crane, genset dll. seiring dengan perkembangan dunia usaha maka LCI menggembangkan usahanya dalam bidang lain yang sudah berjalan antara lain : 
- Konstruksi baja dan sipil bangunan
- Karton Box
- Flexibel packaging plastik Mengikuti era perkembangan dunia usaha LCI mampu dengan baik bersaing memberi service kepada costomer dengan dasar melayani dengan hati !!! 
Memberikan hasil yang maksimal dan ketepatan yang baik menjadi kunci dalam melakukan perkerjaan paratin LCI, Sehingga customer mendapatkan kepuasan tersendiri. 
1x24 jam, team LCI bekerja melayani customer itu salah satu service LCI kepada pelanggan yang berada di dalam kota ataupun yang berada di luar daerah indonesia meliputi : Surabaya , Jakarta, Semarang, Solo, Yogyakarta , Cirebon , Bandung, Tanggerang, Lampung, Pekanbaru , Medan, Makasar , Menado, Kendari, Banjarmasin, Balikpapan, Samarinda, Palangkaraya, Bali, Lombok , NTT, Dan Seluruh kota dan daerah lainnya di Indonesia. ","Perumahan Dua Permata 2 Blok B3 No.1, tempel Krian Sidoarjo, Sidoarjo, Jawa Timur, Indonesia",+62 856-0899-1115
